"year","doy","hhmm","Temp","VPD","Sensor1","Sensor2","Sensor3","Sensor4","Sensor5"
2011,157,1230,27.37,1.659996507,52.9588154102547,54.0556664415444,NA,NA,NA
2011,157,1300,27.83,1.825759447,48.5249729591286,53.097202509897,NA,NA,NA
2011,157,1330,28.97,2.190689141,50.8676499955538,54.6864480353218,NA,NA,NA
2011,157,1400,28.55,2.150637876,48.8786158186702,49.8972889932911,NA,NA,NA
2011,157,1430,30.24,2.534105101,50.0592738144322,52.0450494090934,NA,NA,NA
2011,157,1500,30.58,2.58244037,52.243297514949,51.1544425434911,NA,NA,NA
2011,157,1530,29.12,1.980637392,51.7070653931104,48.0505691978068,NA,NA,NA
2011,157,1600,28,2.05174397,47.1849155331393,43.0978402917095,NA,NA,NA
2011,157,1630,28.69,1.835246551,47.7045823456681,44.5425171176334,NA,NA,NA
2011,157,1700,27.64,1.445144478,46.9727266659948,42.3810085493806,NA,NA,NA
2011,157,1730,26.53,1.295253043,41.2360956151648,37.7042945124929,NA,NA,NA
2011,157,1800,25.45,1.034513467,35.3892283984081,32.4752330314024,NA,NA,NA
2011,157,1830,24.73,0.921158231,29.3131645779992,25.8439492333268,NA,NA,NA
2011,157,1900,23.9,0.70801608,23.2911634660119,18.9661894768541,NA,NA,NA
2011,157,1930,23.19,0.559975415,17.0705859841738,13.1797012308241,NA,NA,NA
2011,157,2000,22.2,0.397170809,12.2401778383049,9.27989117494603,NA,NA,NA
2011,157,2030,21.11,0.266719377,8.90694144481424,7.0434971734742,NA,NA,NA
2011,157,2100,20.23,0.211901375,6.96244340266598,5.31614727225548,NA,NA,NA
2011,157,2130,19.44,0.153273312,5.28996800902248,4.11948268379856,NA,NA,NA
2011,157,2200,18.94,0.115662528,4.00198051977008,3.34251767725024,NA,NA,NA
2011,157,2230,18.43,0.077877391,3.47946201288742,3.17928923949103,NA,NA,NA
2011,157,2300,18.24,0.061205088,2.82927639456265,2.60756030403162,NA,NA,NA
2011,157,2330,18.05,0.056032496,2.28095585124515,2.07728961161369,NA,NA,NA
2011,157,2400,17.81,0.050812899,1.86054393947627,1.65007385280723,NA,NA,NA
2011,158,30,17.57,0.043578741,1.52910887532885,1.22834736831672,NA,NA,NA
2011,158,100,17.42,0.036757727,1.28621832833114,0.926536100047461,NA,NA,NA
2011,158,130,17.12,0.036066983,1.07668077249928,0.781340850284469,NA,NA,NA
2011,158,200,16.67,0.037089814,0.898260073279045,0.559482606368965,NA,NA,NA
2011,158,230,16.2,0.034019071,0.642463516734167,0.392073377967102,NA,NA,NA
2011,158,300,15.74,0.031113571,0.438702745249655,0.396686273539123,NA,NA,NA
2011,158,330,15.36,0.026616685,0.373135766075034,0.176028071192026,NA,NA,NA
2011,158,400,14.98,0.022316565,0.370992525398011,0.135959347575363,NA,NA,NA
2011,158,430,14.69,0.020108256,0.139859165262067,0.0544971054026945,NA,NA,NA
2011,158,500,14.39,0.014440625,0,0.0196158637441284,NA,NA,NA
2011,158,530,14.25,0.0090764,0,0,NA,NA,NA
2011,158,600,14.35,0.002111413,0,0,NA,NA,NA
2011,158,630,14.88,0,0,0,NA,NA,NA
2011,158,700,16.39,0,0.00108736075670243,0,NA,NA,NA
2011,158,730,19.16,0,5.66428719688969,2.5947837444209,NA,NA,NA
2011,158,800,21.2,0.12490933,18.9038014660874,17.7924342365748,NA,NA,NA
2011,158,830,23.75,0.745219439,30.8072083019666,34.1395376249189,NA,NA,NA
2011,158,900,25.31,1.113607863,42.4978465136876,47.2339771774046,NA,NA,NA
2011,158,930,25.83,1.111322232,46.9701693329756,51.0892559940457,NA,NA,NA
2011,158,1000,26.24,1.619632198,49.34200353465,52.6063652573041,NA,NA,NA
2011,158,1030,27.28,1.880500182,56.6588464694402,55.7485788122913,NA,NA,NA
2011,158,1100,28.31,2.257681331,56.732605334932,56.734920938458,NA,NA,NA
2011,158,1130,28.81,2.455968702,53.1857017082609,56.5058499626232,NA,NA,NA
2011,158,1200,29.55,2.508956503,51.0867889315084,54.2336466386872,NA,NA,NA
2011,158,1230,29.98,2.527572293,49.7651446838624,52.7976898910813,NA,NA,NA
2011,158,1300,31.04,2.94261172,49.3839349333959,51.5575278382919,NA,NA,NA
2011,158,1330,31.77,3.177460691,50.5517929860658,50.3792761096018,NA,NA,NA
2011,158,1400,32.26,3.38012365,49.1702867502218,48.8527733206977,NA,NA,NA
2011,158,1430,32,3.012797909,49.6106438259723,47.8775424322115,NA,NA,NA
2011,158,1500,31.98,3.162388211,49.9505820893004,45.8953409192081,NA,NA,NA
2011,158,1530,31.45,2.777391826,50.2231169755841,43.0686271853461,NA,NA,NA
2011,158,1600,30.13,2.693075646,47.0020608919573,40.3605951602374,NA,NA,NA
2011,158,1630,30.62,2.197003194,49.5933605746981,40.6736325188394,NA,NA,NA
2011,158,1700,29.22,1.718967581,46.2023512104432,38.236520143837,NA,NA,NA
2011,158,1730,29.05,1.865236653,41.7429471953085,37.2009513277433,NA,NA,NA
2011,158,1800,28.4,1.587788424,35.9240499304218,32.136057130063,NA,NA,NA
2011,158,1830,27.49,1.26509364,28.7938322983732,25.1095723865018,NA,NA,NA
2011,158,1900,26.68,1.092204119,23.710791856293,20.6017664345019,NA,NA,NA
2011,158,1930,25.76,0.96153619,17.635051409198,15.000616273122,NA,NA,NA
2011,158,2000,24.65,0.766196304,12.9260569237158,11.0062772206064,NA,NA,NA
2011,158,2030,23.7,0.656128299,9.74267103104287,8.47164025701354,NA,NA,NA
2011,158,2100,22.89,0.536723897,7.60412362488116,7.06869461225674,NA,NA,NA
2011,158,2130,22.26,0.459194554,6.02159965049474,5.82588237358755,NA,NA,NA
2011,158,2200,21.85,0.416921462,4.9759838688995,4.88205102607817,NA,NA,NA
2011,158,2230,21.35,0.34979954,4.05805393871901,3.8977303371462,NA,NA,NA
2011,158,2300,20.82,0.280497352,3.35084555971752,3.23591837252399,NA,NA,NA
2011,158,2330,20.36,0.221311551,2.65222140057707,2.74984699392926,NA,NA,NA
2011,158,2400,20.15,0.180445098,2.13604449373401,2.25083684999104,NA,NA,NA
2011,159,30,20.02,0.138776502,1.78979331878944,1.7776793663271,NA,NA,NA
2011,159,100,19.84,0.104918859,1.40796778049422,1.37264514920428,NA,NA,NA
2011,159,130,19.73,0.081983003,1.17617395525141,1.19350458965276,NA,NA,NA
2011,159,200,19.65,0.064378316,0.93099059062449,0.936246124889268,NA,NA,NA
2011,159,230,19.59,0.049451993,0.728070156274556,0.676192082785568,NA,NA,NA
2011,159,300,19.47,0.03207717,0.51604718892244,0.548516279335375,NA,NA,NA
2011,159,330,19.4,0.024680587,0.358110961895527,0.418838620510613,NA,NA,NA
2011,159,400,19.34,0.017358398,0.22465072294424,0.260887219409258,NA,NA,NA
2011,159,430,19.21,0.007655863,0.110594896599357,0.108325954864854,NA,NA,NA
2011,159,500,19.16,0.005248833,0.0141928329191114,0.0178871020669234,NA,NA,NA
2011,159,530,19.21,0.000483893,0,0,NA,NA,NA
2011,159,600,19.7,0,0.142136362671443,0.0805507501072422,NA,NA,NA
2011,159,630,20.75,0,2.58251486737652,2.75021329276506,NA,NA,NA
2011,159,700,21.82,0.149394697,9.10881387307665,9.66134869602498,NA,NA,NA
2011,159,730,23.28,0.488468535,18.1437290813537,19.3788824834764,NA,NA,NA
2011,159,800,24.39,0.716988605,26.2344429922116,29.6581794463491,NA,NA,NA
2011,159,830,25.58,0.902394764,33.4119136507369,37.629403866525,NA,NA,NA
2011,159,900,26.6,1.019017693,38.7376951070082,42.705780357808,NA,NA,NA
2011,159,930,27.21,1.168958088,41.5938579610845,45.0244565612421,NA,NA,NA
2011,159,1000,28.23,1.438909678,44.8514690707913,45.5078387165967,NA,NA,NA
2011,159,1030,29.11,1.569572639,47.2658769139163,47.1618182856033,NA,NA,NA
2011,159,1100,30.15,1.732956464,48.8342963852444,46.608591248417,NA,NA,NA
2011,159,1130,31.23,2.121212897,49.5272476055907,45.4623187307053,NA,NA,NA
2011,159,1200,32.08,2.416131731,48.8298597671465,45.117733147427,NA,NA,NA
2011,159,1230,33.09,2.771289525,47.967634982145,42.8034130612848,NA,NA,NA
2011,159,1300,33.64,2.837163465,48.7215778718778,41.0470361303358,NA,NA,NA
2011,159,1330,34.36,3.073830327,49.031447168011,40.2806930680553,NA,NA,NA
2011,159,1400,34.8,3.411264835,47.5499661208907,39.3421184168225,NA,NA,NA
2011,159,1430,35.15,3.361023782,49.2363410933056,39.203307307154,NA,NA,NA
2011,159,1500,35.01,3.30492903,49.9011890213192,37.1199142919846,NA,NA,NA
2011,159,1530,34.98,3.262665843,50.3598256179553,37.5775365388602,NA,NA,NA
2011,159,1600,35.06,3.544257226,53.1872569577653,37.0918178972245,NA,NA,NA
2011,159,1630,34.46,3.106761152,52.7813875754752,37.3746144847094,NA,NA,NA
2011,159,1700,33.57,2.852861691,47.4300753878079,36.5086036475851,NA,NA,NA
2011,159,1730,32.82,2.30454168,39.4797004177693,34.0437307672706,NA,NA,NA
2011,159,1800,31.81,1.800690466,34.3747294298005,30.6458777033403,NA,NA,NA
2011,159,1830,30.75,1.403924109,28.2535230094449,25.4258663326363,NA,NA,NA
2011,159,1900,29.33,1.051713644,21.1974099809556,18.0089232373827,NA,NA,NA
2011,159,1930,27.58,0.843224947,15.3025616290691,13.3426755048918,NA,NA,NA
2011,159,2000,26.82,0.778098154,12.6924668435626,12.3203638488651,NA,NA,NA
2011,159,2030,26.1,0.634683065,9.54633703091861,9.98012091072892,NA,NA,NA
2011,159,2100,25.22,0.541774973,7.28979517642846,7.62767126907113,NA,NA,NA
2011,159,2130,24.75,0.506709568,5.60298597995325,6.15290335467779,NA,NA,NA
2011,159,2200,24.44,0.418457962,4.3680605170183,4.88248133192104,NA,NA,NA
2011,159,2230,23.94,0.335867462,3.22632156745459,3.7293298180921,NA,NA,NA
2011,159,2300,23.63,0.285795031,2.42635273512665,2.826640695814,NA,NA,NA
2011,159,2330,23.26,0.227394898,1.7601297902433,2.06117490366801,NA,NA,NA
2011,159,2400,22.73,0.181639026,1.21545286593847,1.45339087970579,NA,NA,NA
2011,160,30,22.26,0.127494967,0.73608670594237,0.899194113894481,NA,NA,NA
2011,160,100,21.89,0.107733213,0.394183644580572,0.510751031743012,NA,NA,NA
2011,160,130,21.53,0.077802673,0.159973641607322,0.226313588483473,NA,NA,NA
2011,160,200,21.29,0.06579382,0.0347328428663292,0.0913908642008394,NA,NA,NA
2011,160,230,21.04,0.062115395,0.0171578745820295,0.0196835507060604,NA,NA,NA
2011,160,300,20.93,0.069674324,0,0,NA,NA,NA
2011,160,330,20.86,0.109090103,0.035238650458375,0.0146051426058387,NA,NA,NA
2011,160,400,20.85,0.154005647,0.131977279724154,0.18641253626702,NA,NA,NA
2011,160,430,20.76,0.174206785,0.176784936060353,0.274113051619252,NA,NA,NA
2011,160,500,20.74,0.179248878,0.1394978484791,0.210638925774755,NA,NA,NA
2011,160,530,20.63,0.172818036,0.501765130957899,0.664126757885276,NA,NA,NA
2011,160,600,20.9,0.268609638,2.96101104825911,3.31656263474073,NA,NA,NA
2011,160,630,21.86,0.38902687,7.94535179339,8.50658238050322,NA,NA,NA
2011,160,700,22.88,0.669373956,14.3118218618894,14.9319025641382,NA,NA,NA
2011,160,730,24.01,0.857299466,21.6347525758211,22.9544804407038,NA,NA,NA
2011,160,800,24.96,0.968153272,28.053567824653,31.172620888089,NA,NA,NA
2011,160,830,26.05,1.191400272,33.6532535570833,36.9841401126096,NA,NA,NA
2011,160,900,27.11,1.266935223,37.4671470858712,41.0942596705248,NA,NA,NA
2011,160,930,28.18,1.617252409,40.3049680134329,43.3857569226245,NA,NA,NA
2011,160,1000,29.04,1.731806599,43.280283768738,43.1731979841667,NA,NA,NA
2011,160,1030,29.95,1.909004231,47.6979629070574,42.8837863402822,NA,NA,NA
2011,160,1100,31,1.993303037,47.0975223979745,43.8447192628041,NA,NA,NA
2011,160,1130,31.87,2.362284141,46.9442187619403,42.4249927032219,NA,NA,NA
2011,160,1200,32.84,2.622955281,46.8933777170318,41.4533618202162,NA,NA,NA
2011,160,1230,33.92,2.926165916,47.2860558016358,39.8664515022214,NA,NA,NA
2011,160,1300,34.81,3.26140525,47.577659015081,39.0086696222539,NA,NA,NA
2011,160,1330,35.61,3.567209272,47.0473073906872,38.199528919882,NA,NA,NA
2011,160,1400,35.22,3.795710483,45.6817117224053,37.437317957312,NA,NA,NA
2011,160,1430,35.39,3.598897283,44.7053589447254,36.7554068752285,NA,NA,NA
2011,160,1500,36.35,4.008315283,46.6574252196889,37.1281033099079,NA,NA,NA
2011,160,1530,35.8,3.93655409,50.0060242900971,36.3114987105462,NA,NA,NA
2011,160,1600,35.73,3.715908007,50.7381247929588,36.1947637437613,NA,NA,NA
2011,160,1630,34.98,3.488216969,49.9336767630827,35.5971690768736,NA,NA,NA
2011,160,1700,33.79,3.042218982,47.4410529790127,35.0739969824117,NA,NA,NA
2011,160,1730,33.15,2.668963213,40.1534617313773,34.7915188262127,NA,NA,NA
2011,160,1800,32.38,2.337917125,36.8770859440907,31.1308426486585,NA,NA,NA
2011,160,1830,31.38,2.069858508,31.6642016764986,26.5787293582333,NA,NA,NA
2011,160,1900,30.31,1.828674507,26.0714811089785,21.8544013653011,NA,NA,NA
2011,160,1930,29,1.433605603,19.2334706501612,17.6764896401491,NA,NA,NA
2011,160,2000,27.92,1.358242286,14.5718612624963,13.9212465527711,NA,NA,NA
2011,160,2030,26.99,1.099265222,10.7332213686254,11.1819736572507,NA,NA,NA
2011,160,2100,26.07,0.909378471,7.5575953342418,8.32517197521358,NA,NA,NA
2011,160,2130,25.38,0.812071933,5.69496040623346,6.44366605814302,NA,NA,NA
2011,160,2200,25.18,0.786316407,4.63599369619927,5.4242530475071,NA,NA,NA
2011,160,2230,24.74,0.676546666,3.86429152890808,4.67253243368012,NA,NA,NA
2011,160,2300,24.01,0.558177105,3.24964176173828,4.02317444151547,NA,NA,NA
2011,160,2330,23.4,0.476564777,2.67529904455232,3.54578638971852,NA,NA,NA
2011,160,2400,22.98,0.413405695,2.26485911664004,3.12364409533707,NA,NA,NA
2011,161,30,22.74,0.413381083,2.05761789948897,2.96253921273373,NA,NA,NA
2011,161,100,22.69,0.462461244,2.01221055381242,2.91469596982324,NA,NA,NA
2011,161,130,22.68,0.465139804,2.09767673893948,3.12892557832916,NA,NA,NA
2011,161,200,22.48,0.456606026,1.96835656984124,2.99280236272223,NA,NA,NA
2011,161,230,22.17,0.38784051,1.77769512761836,2.6996133413472,NA,NA,NA
2011,161,300,21.73,0.316135384,1.487257082658,2.05667826565409,NA,NA,NA
2011,161,330,21.27,0.250343548,1.09540172018661,1.36722351537092,NA,NA,NA
2011,161,400,20.77,0.192745339,0.76269101349284,1.04038681455593,NA,NA,NA
2011,161,430,20.35,0.157030895,0.547787771780439,0.853415001017018,NA,NA,NA
2011,161,500,19.94,0.120580108,0.362155963267929,0.546152678290686,NA,NA,NA
2011,161,530,19.66,0.089003157,0.211547687436669,0.522935585919525,NA,NA,NA
2011,161,600,19.75,0.074668008,0.544739401010116,0.786023347121364,NA,NA,NA
2011,161,630,20.38,0.082776902,2.84255786172451,3.03372886398155,NA,NA,NA
2011,161,700,21.96,0.448049417,10.821750168169,11.510329963727,NA,NA,NA
2011,161,730,23.67,0.737244192,21.2363591193388,22.3165147549314,NA,NA,NA
2011,161,800,24.85,0.976659651,29.4109978913,32.4621515712796,NA,NA,NA
2011,161,830,26.03,1.264480034,36.1471482494931,40.1874710313807,NA,NA,NA
2011,161,900,27.15,1.473061802,41.2384699598685,44.4517709682491,NA,NA,NA
2011,161,930,27.89,1.590181604,42.1548824324394,46.0600685809145,NA,NA,NA
2011,161,1000,28.66,1.625827802,47.4779567971743,45.5219786366623,NA,NA,NA
2011,161,1030,29.44,1.932819115,49.876233952746,46.5464858420025,NA,NA,NA
2011,161,1100,30.34,2.202544068,50.4928139255092,47.4633853694942,NA,NA,NA
2011,161,1130,31.16,2.283660916,50.7937145694237,45.9861663123597,NA,NA,NA
2011,161,1200,32.16,2.534743498,50.5266644756951,44.4641946322251,NA,NA,NA
2011,161,1230,33.27,2.877239569,51.47068526743,42.9784244024493,NA,NA,NA
2011,161,1300,33.65,3.016308614,49.0886520724828,41.7895481807654,NA,NA,NA
2011,161,1330,34.1,2.992395374,49.6975446097888,41.4004264859881,NA,NA,NA
2011,161,1400,34.24,3.297099448,47.1074313863143,41.0140103482499,NA,NA,NA
2011,161,1430,34,3.231669273,48.4496670921211,39.9364712392117,NA,NA,NA
2011,161,1500,33.61,3.203511448,49.3647600485246,39.1286955896174,NA,NA,NA
2011,161,1530,33.89,2.890624428,50.6449730092554,39.5815217998101,NA,NA,NA
2011,161,1600,34.37,3.381632381,52.7829778576679,39.8198809248577,NA,NA,NA
2011,161,1630,34.34,2.911513879,52.7268149573867,39.7690671189588,NA,NA,NA
2011,161,1700,31.75,1.991409961,47.0749313791862,36.485706107235,NA,NA,NA
2011,161,1730,29.82,1.732476861,36.5389263072244,30.0320628286078,NA,NA,NA
2011,161,1800,29.25,1.68659859,29.3000629945343,26.2584550085321,NA,NA,NA
2011,161,1830,28.82,1.551994967,25.647574940409,23.4473616744036,NA,NA,NA
2011,161,1900,27.86,1.36598187,19.5664311337458,18.492692659146,NA,NA,NA
2011,161,1930,26.57,1.023566114,14.5039522408726,13.7783142204112,NA,NA,NA
2011,161,2000,24.59,0.584542887,11.8279550013579,11.3377919804652,NA,NA,NA
2011,161,2030,23.55,0.443469185,8.57677273464867,7.97246850137027,NA,NA,NA
2011,161,2100,23.22,0.535005181,6.09089783184609,5.71447211351518,NA,NA,NA
2011,161,2130,22.8,0.501319812,4.77614968473215,4.96171525723068,NA,NA,NA
2011,161,2200,22.18,0.365113944,3.76669563942106,4.134581859751,NA,NA,NA
2011,161,2230,21.77,0.305710603,3.01055794442664,3.18947075921933,NA,NA,NA
2011,161,2300,21.39,0.260396386,2.33087208873108,2.47747539847142,NA,NA,NA
