Year,DOY,HHMM,Temp,VPD,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5
2011,157,1300,27.83,1.825759447,5.48,4.471,6.916,5.45,4.97
2011,157,1330,28.97,2.190689141,5.411,4.434,6.821,5.419,4.9
2011,157,1400,28.55,2.150637876,5.469,4.547,6.871,5.467,5.011
2011,157,1430,30.24,2.534105101,5.434,4.495,6.751,5.432,4.982
2011,157,1500,30.58,2.58244037,5.371,4.516,6.528,5.419,4.869
2011,157,1530,29.12,1.980637392,5.386,4.592,6.624,5.468,4.977
2011,157,1600,28,2.05174397,5.519,4.721,7.106,5.579,5.263
2011,157,1630,28.69,1.835246551,5.503,4.682,7.151,5.555,5.228
2011,157,1700,27.64,1.445144478,5.525,4.74,7.283,5.603,5.242
2011,157,1730,26.53,1.295253043,5.708,4.873,7.472,5.699,5.4
2011,157,1800,25.45,1.034513467,5.913,5.035,7.769,5.827,5.667
2011,157,1830,24.73,0.921158231,6.15,5.265,8.17,6.004,5.936
2011,157,1900,23.9,0.70801608,6.415,5.541,8.65,6.255,6.239
2011,157,1930,23.19,0.559975415,6.73,5.814,9.17,6.533,6.53
2011,157,2000,22.2,0.397170809,7.014,6.028,9.61,6.787,6.771
2011,157,2030,21.11,0.266719377,7.238,6.166,9.92,6.975,6.953
2011,157,2100,20.23,0.211901375,7.383,6.283,10.11,7.13,7.093
2011,157,2130,19.44,0.153273312,7.519,6.371,10.25,7.287,7.208
2011,157,2200,18.94,0.115662528,7.633,6.432,10.36,7.401,7.301
2011,157,2230,18.43,0.077877391,7.682,6.445,10.42,7.485,7.382
2011,157,2300,18.24,0.061205088,7.746,6.493,10.49,7.573,7.44
2011,157,2330,18.05,0.056032496,7.803,6.54,10.56,7.64,7.499
2011,157,2400,17.81,0.050812899,7.849,6.58,10.61,7.696,7.547
2011,158,30,17.57,0.043578741,7.887,6.622,10.65,7.739,7.583
2011,158,100,17.42,0.036757727,7.916,6.654,10.69,7.769,7.615
2011,158,130,17.12,0.036066983,7.942,6.67,10.75,7.809,7.659
2011,158,200,16.67,0.037089814,7.965,6.696,10.81,7.838,7.697
2011,158,230,16.2,0.034019071,8,6.717,10.85,7.874,7.741
2011,158,300,15.74,0.031113571,8.03,6.716,10.88,7.906,7.797
2011,158,330,15.36,0.026616685,8.04,6.747,10.92,7.924,7.837
2011,158,400,14.98,0.022316565,8.04,6.753,10.95,7.96,7.872
2011,158,430,14.69,0.020108256,8.08,6.767,10.98,7.986,7.911
2011,158,500,14.39,0.014440625,8.13,6.774,10.99,8,7.941
2011,158,530,14.25,0.0090764,8.13,6.797,11.01,8.03,7.977
2011,158,600,14.35,0.002111413,8.14,6.809,11.02,8.06,7.989
2011,158,630,14.88,0,8.14,6.818,10.99,8.08,7.977
2011,158,700,16.39,0,8.1,6.827,10.9,8.03,7.944
2011,158,730,19.16,0,7.468,6.477,10.29,7.41,7.67
2011,158,800,21.2,0.12490933,6.611,5.573,8.98,6.298,6.77
2011,158,830,23.75,0.745219439,6.067,4.961,8.12,5.808,5.928
2011,158,900,25.31,1.113607863,5.643,4.59,7.509,5.6,5.267
2011,158,930,25.83,1.111322232,5.5,4.493,7.245,5.476,4.96
2011,158,1000,26.24,1.619632198,5.427,4.455,7.13,5.389,4.981
2011,158,1030,27.28,1.880500182,5.221,4.381,7.011,5.325,4.899
2011,158,1100,28.31,2.257681331,5.217,4.357,6.972,5.33,4.805
2011,158,1130,28.81,2.455968702,5.311,4.36,6.911,5.334,4.695
2011,158,1200,29.55,2.508956503,5.368,4.409,6.876,5.401,4.666
2011,158,1230,29.98,2.527572293,5.404,4.44,6.823,5.431,4.714
2011,158,1300,31.04,2.94261172,5.413,4.467,6.8,5.471,4.769
2011,158,1330,31.77,3.177460691,5.377,4.493,6.786,5.488,4.872
2011,158,1400,32.26,3.38012365,5.415,4.528,6.704,5.471,4.927
2011,158,1430,32,3.012797909,5.4,4.55,6.518,5.471,4.949
2011,158,1500,31.98,3.162388211,5.388,4.598,6.465,5.469,4.91
2011,158,1530,31.45,2.777391826,5.378,4.67,6.552,5.52,4.98
2011,158,1600,30.13,2.693075646,5.471,4.742,7.009,5.616,5.224
2011,158,1630,30.62,2.197003194,5.392,4.731,7.095,5.583,5.244
2011,158,1700,29.22,1.718967581,5.491,4.798,7.302,5.665,5.326
2011,158,1730,29.05,1.865236653,5.63,4.826,7.36,5.676,5.369
2011,158,1800,28.4,1.587788424,5.828,4.98,7.601,5.775,5.537
2011,158,1830,27.49,1.26509364,6.101,5.221,7.981,5.951,5.812
2011,158,1900,26.68,1.092204119,6.32,5.395,8.44,6.129,6.056
2011,158,1930,25.76,0.96153619,6.618,5.641,8.92,6.381,6.315
2011,158,2000,24.65,0.766196304,6.884,5.842,9.31,6.598,6.543
2011,158,2030,23.7,0.656128299,7.087,5.984,9.59,6.781,6.714
2011,158,2100,22.89,0.536723897,7.237,6.068,9.76,6.921,6.823
2011,158,2130,22.26,0.459194554,7.357,6.147,9.9,7.033,6.926
2011,158,2200,21.85,0.416921462,7.441,6.21,10.03,7.132,7.021
2011,158,2230,21.35,0.34979954,7.519,6.28,10.14,7.228,7.092
2011,158,2300,20.82,0.280497352,7.582,6.329,10.23,7.313,7.161
2011,158,2330,20.36,0.221311551,7.648,6.366,10.29,7.383,7.233
2011,158,2400,20.15,0.180445098,7.699,6.406,10.37,7.449,7.301
2011,159,30,20.02,0.138776502,7.734,6.446,10.42,7.501,7.35
2011,159,100,19.84,0.104918859,7.775,6.482,10.46,7.547,7.399
2011,159,130,19.73,0.081983003,7.8,6.497,10.49,7.577,7.436
2011,159,200,19.65,0.064378316,7.828,6.521,10.51,7.619,7.475
2011,159,230,19.59,0.049451993,7.852,6.547,10.55,7.642,7.498
2011,159,300,19.47,0.03207717,7.879,6.559,10.57,7.668,7.527
2011,159,330,19.4,0.024680587,7.9,6.572,10.57,7.687,7.549
2011,159,400,19.34,0.017358398,7.919,6.59,10.58,7.718,7.564
2011,159,430,19.21,0.007655863,7.937,6.61,10.62,7.74,7.59
2011,159,500,19.16,0.005248833,7.956,6.624,10.66,7.75,7.605
2011,159,530,19.21,0.000483893,7.981,6.644,10.68,7.766,7.616
2011,159,600,19.7,0,7.92,6.603,10.57,7.647,7.56
2011,159,630,20.75,0,7.61,6.319,10.14,7.247,7.317
2011,159,700,21.82,0.149394697,7.068,5.849,9.48,6.722,6.886
2011,159,730,23.28,0.488468535,6.524,5.374,8.78,6.255,6.375
2011,159,800,24.39,0.716988605,6.138,4.986,8.22,5.924,5.908
2011,159,830,25.58,0.902394764,5.847,4.735,7.765,5.705,5.532
2011,159,900,26.6,1.019017693,5.654,4.591,7.483,5.589,5.25
2011,159,930,27.21,1.168958088,5.556,4.527,7.316,5.533,5.065
2011,159,1000,28.23,1.438909678,5.45,4.511,7.171,5.467,4.991
2011,159,1030,29.11,1.569572639,5.374,4.466,7.069,5.411,4.967
2011,159,1100,30.15,1.732956464,5.325,4.476,7.005,5.414,4.891
2011,159,1130,31.23,2.121212897,5.302,4.501,6.925,5.436,4.775
2011,159,1200,32.08,2.416131731,5.319,4.506,6.89,5.463,4.751
2011,159,1230,33.09,2.771289525,5.341,4.562,6.871,5.483,4.765
2011,159,1300,33.64,2.837163465,5.316,4.605,6.827,5.529,4.794
2011,159,1330,34.36,3.073830327,5.304,4.622,6.786,5.509,4.828
2011,159,1400,34.8,3.411264835,5.344,4.644,6.708,5.514,4.876
2011,159,1430,35.15,3.361023782,5.292,4.644,6.496,5.503,4.848
2011,159,1500,35.01,3.30492903,5.27,4.699,6.4,5.506,4.777
2011,159,1530,34.98,3.262665843,5.254,4.682,6.444,5.514,4.839
2011,159,1600,35.06,3.544257226,5.173,4.692,6.758,5.54,4.919
2011,159,1630,34.46,3.106761152,5.181,4.68,6.903,5.57,5.037
2011,159,1700,33.57,2.852861691,5.329,4.701,7.062,5.573,4.997
2011,159,1730,32.82,2.30454168,5.574,4.77,7.268,5.644,5.166
2011,159,1800,31.81,1.800690466,5.748,4.872,7.506,5.73,5.373
2011,159,1830,30.75,1.403924109,5.98,5.045,7.847,5.878,5.625
2011,159,1900,29.33,1.051713644,6.287,5.33,8.37,6.092,5.966
2011,159,1930,27.58,0.843224947,6.586,5.538,8.78,6.286,6.186
2011,159,2000,26.82,0.778098154,6.733,5.584,9.03,6.409,6.315
2011,159,2030,26.1,0.634683065,6.929,5.702,9.26,6.562,6.441
2011,159,2100,25.22,0.541774973,7.084,5.832,9.45,6.706,6.571
2011,159,2130,24.75,0.506709568,7.21,5.919,9.6,6.846,6.678
2011,159,2200,24.44,0.418457962,7.309,5.999,9.71,6.955,6.783
2011,159,2230,23.94,0.335867462,7.408,6.077,9.82,7.062,6.873
2011,159,2300,23.63,0.285795031,7.482,6.142,9.91,7.159,6.944
2011,159,2330,23.26,0.227394898,7.548,6.201,10.04,7.237,7.019
2011,159,2400,22.73,0.181639026,7.606,6.251,10.12,7.308,7.089
2011,160,30,22.26,0.127494967,7.662,6.301,10.19,7.376,7.153
2011,160,100,21.89,0.107733213,7.706,6.339,10.25,7.44,7.217
2011,160,130,21.53,0.077802673,7.74,6.37,10.28,7.486,7.269
2011,160,200,21.29,0.06579382,7.761,6.385,10.31,7.504,7.309
2011,160,230,21.04,0.062115395,7.761,6.393,10.36,7.523,7.344
2011,160,300,20.93,0.069674324,7.765,6.401,10.42,7.532,7.373
2011,160,330,20.86,0.109090103,7.754,6.391,10.41,7.522,7.381
2011,160,400,20.85,0.154005647,7.736,6.364,10.41,7.51,7.387
2011,160,430,20.76,0.174206785,7.73,6.354,10.42,7.501,7.395
2011,160,500,20.74,0.179248878,7.739,6.365,10.45,7.515,7.417
2011,160,530,20.63,0.172818036,7.683,6.311,10.36,7.436,7.392
2011,160,600,20.9,0.268609638,7.407,6.075,9.99,7.168,7.179
2011,160,630,21.86,0.38902687,7.001,5.736,9.47,6.82,6.816
2011,160,700,22.88,0.669373956,6.599,5.409,8.95,6.407,6.444
2011,160,730,24.01,0.857299466,6.224,5.079,8.4,6.047,6.056
2011,160,800,24.96,0.968153272,5.946,4.799,7.941,5.787,5.684
2011,160,830,26.05,1.191400272,5.732,4.627,7.599,5.633,5.393
2011,160,900,27.11,1.266935223,5.599,4.516,7.391,5.563,5.169
2011,160,930,28.18,1.617252409,5.506,4.458,7.227,5.504,4.999
2011,160,1000,29.04,1.731806599,5.413,4.465,7.123,5.433,4.941
2011,160,1030,29.95,1.909004231,5.282,4.474,7.043,5.411,4.953
2011,160,1100,31,1.993303037,5.301,4.451,6.989,5.397,4.874
2011,160,1130,31.87,2.362284141,5.307,4.489,6.949,5.407,4.768
2011,160,1200,32.84,2.622955281,5.31,4.516,6.871,5.445,4.719
2011,160,1230,33.92,2.926165916,5.3,4.56,6.834,5.485,4.727
2011,160,1300,34.81,3.26140525,5.293,4.585,6.793,5.526,4.756
2011,160,1330,35.61,3.567209272,5.31,4.609,6.775,5.521,4.808
2011,160,1400,35.22,3.795710483,5.352,4.632,6.745,5.529,4.891
2011,160,1430,35.39,3.598897283,5.383,4.653,6.589,5.502,4.901
2011,160,1500,36.35,4.008315283,5.326,4.644,6.515,5.513,4.803
2011,160,1530,35.8,3.93655409,5.231,4.669,6.431,5.521,4.79
2011,160,1600,35.73,3.715908007,5.212,4.674,6.764,5.541,4.91
2011,160,1630,34.98,3.488216969,5.236,4.693,6.921,5.577,5.033
2011,160,1700,33.79,3.042218982,5.309,4.71,7.05,5.6,4.998
2011,160,1730,33.15,2.668963213,5.536,4.72,7.17,5.617,5.091
2011,160,1800,32.38,2.337917125,5.648,4.834,7.345,5.673,5.225
2011,160,1830,31.38,2.069858508,5.839,4.987,7.609,5.8,5.42
2011,160,1900,30.31,1.828674507,6.066,5.162,8,5.962,5.671
2011,160,1930,29,1.433605603,6.383,5.334,8.43,6.146,5.933
2011,160,2000,27.92,1.358242286,6.633,5.506,8.76,6.326,6.144
2011,160,2030,26.99,1.099265222,6.867,5.645,9.07,6.496,6.357
2011,160,2100,26.07,0.909378471,7.087,5.805,9.35,6.692,6.539
2011,160,2130,25.38,0.812071933,7.232,5.922,9.54,6.852,6.665
2011,160,2200,25.18,0.786316407,7.322,5.991,9.64,6.957,6.745
2011,160,2230,24.74,0.676546666,7.392,6.045,9.73,7.038,6.824
2011,160,2300,24.01,0.558177105,7.451,6.094,9.81,7.112,6.895
2011,160,2330,23.4,0.476564777,7.509,6.132,9.87,7.177,6.976
2011,160,2400,22.98,0.413405695,7.553,6.167,9.94,7.231,7.039
2011,161,30,22.74,0.413381083,7.577,6.182,9.99,7.278,7.072
2011,161,100,22.69,0.462461244,7.584,6.188,10.03,7.307,7.102
2011,161,130,22.68,0.465139804,7.577,6.173,10.06,7.315,7.119
2011,161,200,22.48,0.456606026,7.593,6.186,10.11,7.344,7.159
2011,161,230,22.17,0.38784051,7.616,6.212,10.17,7.373,7.198
2011,161,300,21.73,0.316135384,7.651,6.269,10.29,7.414,7.261
2011,161,330,21.27,0.250343548,7.7,6.335,10.38,7.461,7.32
2011,161,400,20.77,0.192745339,7.745,6.37,10.41,7.519,7.369
2011,161,430,20.35,0.157030895,7.777,6.392,10.46,7.555,7.412
2011,161,500,19.94,0.120580108,7.807,6.429,10.52,7.6,7.46
2011,161,530,19.66,0.089003157,7.834,6.434,10.52,7.622,7.495
2011,161,600,19.75,0.074668008,7.784,6.406,10.41,7.555,7.459
2011,161,630,20.38,0.082776902,7.522,6.202,10.03,7.277,7.281
2011,161,700,21.96,0.448049417,6.902,5.669,9.26,6.674,6.795
2011,161,730,23.67,0.737244192,6.328,5.189,8.52,6.149,6.232
2011,161,800,24.85,0.976659651,5.972,4.839,7.988,5.823,5.776
2011,161,830,26.03,1.264480034,5.72,4.615,7.572,5.624,5.406
2011,161,900,27.15,1.473061802,5.549,4.504,7.35,5.529,5.143
2011,161,930,27.89,1.590181604,5.521,4.465,7.243,5.487,5
2011,161,1000,28.66,1.625827802,5.359,4.48,7.125,5.413,4.954
2011,161,1030,29.44,1.932819115,5.291,4.456,7.048,5.373,4.95
2011,161,1100,30.34,2.202544068,5.275,4.435,7.012,5.367,4.894
2011,161,1130,31.16,2.283660916,5.268,4.473,6.916,5.376,4.766
2011,161,1200,32.16,2.534743498,5.277,4.513,6.895,5.419,4.715
2011,161,1230,33.27,2.877239569,5.252,4.553,6.838,5.462,4.742
2011,161,1300,33.65,3.016308614,5.321,4.586,6.831,5.484,4.807
2011,161,1330,34.1,2.992395374,5.305,4.598,6.795,5.481,4.859
2011,161,1400,34.24,3.297099448,5.382,4.61,6.739,5.459,4.883
2011,161,1430,34,3.231669273,5.344,4.641,6.653,5.478,4.93
2011,161,1500,33.61,3.203511448,5.319,4.665,6.599,5.493,4.909
2011,161,1530,33.89,2.890624428,5.284,4.654,6.627,5.486,4.89
2011,161,1600,34.37,3.381632381,5.226,4.649,6.814,5.5,4.943
2011,161,1630,34.34,2.911513879,5.229,4.652,6.903,5.491,4.998
2011,161,1700,31.75,1.991409961,5.392,4.747,7.078,5.555,5.048
2011,161,1730,29.82,1.732476861,5.735,4.949,7.47,5.731,5.332
2011,161,1800,29.25,1.68659859,6.01,5.08,7.824,5.887,5.596
2011,161,1830,28.82,1.551994967,6.165,5.185,8.05,5.982,5.787
2011,161,1900,27.86,1.36598187,6.451,5.386,8.48,6.162,6.054
2011,161,1930,26.57,1.023566114,6.725,5.603,8.9,6.386,6.262
2011,161,2000,24.59,0.584542887,6.888,5.729,9.2,6.553,6.414
2011,161,2030,23.55,0.443469185,7.107,5.921,9.52,6.802,6.624
2011,161,2100,23.22,0.535005181,7.296,6.067,9.78,7.014,6.793
2011,161,2130,22.8,0.501319812,7.407,6.121,9.93,7.141,6.927
2011,161,2200,22.18,0.365113944,7.499,6.183,10.02,7.232,7.033
2011,161,2230,21.77,0.305710603,7.573,6.258,10.16,7.314,7.125
2011,161,2300,21.39,0.260396386,7.644,6.319,10.25,7.397,7.197
2011,161,2330,21.25,0.23376587,7.685,6.352,10.29,7.446,7.246
2011,161,2400,21,0.187478438,7.729,6.407,10.38,7.498,7.303
2011,162,30,20.79,0.145529475,7.758,6.431,10.42,7.529,7.34
2011,162,100,21.07,0.263383291,7.782,6.443,10.45,7.54,7.367
2011,162,130,21.19,0.286944741,7.775,6.439,10.43,7.559,7.391
2011,162,200,20.91,0.228937584,7.796,6.448,10.49,7.563,7.433
2011,162,230,20.41,0.180791012,7.802,6.462,10.55,7.567,7.478
2011,162,300,19.82,0.146999994,7.845,6.514,10.61,7.624,7.532
2011,162,330,19.29,0.106200462,7.897,6.557,10.67,7.699,7.579
2011,162,400,18.82,0.079801081,7.931,6.594,10.73,7.741,7.617
2011,162,430,18.45,0.064296177,7.962,6.621,10.76,7.792,7.652
2011,162,500,18.14,0.038462978,7.986,6.615,10.75,7.835,7.683
2011,162,530,18.26,0.022984125,8.01,6.625,10.75,7.859,7.701
2011,162,600,18.58,0.016554355,7.986,6.63,10.69,7.814,7.69
2011,162,630,19.45,0.007771053,7.775,6.46,10.38,7.535,7.536
2011,162,700,21.18,0.284068589,7.114,5.905,9.58,6.841,7.039
2011,162,730,23.3,0.687812233,6.461,5.331,8.7,6.21,6.387
2011,162,800,24.48,0.871888395,5.984,4.882,8.06,5.811,5.806
2011,162,830,25.27,1.042177069,5.751,4.652,7.641,5.624,5.433
2011,162,900,26.23,1.163517898,5.616,4.528,7.411,5.528,5.195
2011,162,930,26.44,1.164307692,5.569,4.495,7.329,5.495,5.12
2011,162,1000,27.81,1.687953945,5.363,4.425,7.111,5.362,4.959
2011,162,1030,28.7,1.901831573,5.297,4.38,7.031,5.302,4.921
2011,162,1100,29.31,2.086542662,5.25,4.387,6.98,5.308,4.887
2011,162,1130,30.32,2.398634316,5.315,4.4,6.922,5.313,4.758
2011,162,1200,31.25,2.450485422,5.313,4.45,6.869,5.362,4.709
2011,162,1230,31.29,2.632613719,5.363,4.523,6.865,5.402,4.82
2011,162,1300,31.86,2.816318753,5.328,4.554,6.847,5.442,4.864
2011,162,1330,32.58,3.059675763,5.272,4.565,6.801,5.445,4.866
2011,162,1400,33.44,3.1228503,5.318,4.587,6.735,5.437,4.893
2011,162,1430,33.67,3.033135817,5.296,4.614,6.522,5.437,4.885
2011,162,1500,33.47,2.941771258,5.264,4.616,6.41,5.449,4.863
2011,162,1530,33.55,3.091975703,5.226,4.641,6.443,5.445,4.845
2011,162,1600,33.43,3.041431501,5.181,4.617,6.752,5.446,4.936
2011,162,1630,32.25,2.460654978,5.224,4.71,6.975,5.498,5.099
2011,162,1700,30.54,2.315275227,5.414,4.776,7.217,5.595,5.271
2011,162,1730,29.46,2.211985225,5.731,4.872,7.521,5.694,5.474
2011,162,1800,29.06,2.082985203,5.934,5,7.795,5.816,5.632
2011,162,1830,28.57,1.877489766,5.986,5.02,7.852,5.851,5.69
